Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z,Rx,Ry,Rz
0.1779,0.5764,0.9443,-1.2569,-0.1489,-1.7557,-0.04058,-0.15975,0.94906,51.04037,81.28517,-110.29289
3.1324,-0.7404,-0.7709,-1.1458,1.2371,-1.8069,-0.74959,0.15695,0.38596,18.45543,-64.50069,49.74229
2.1058,-1.2969,-1.5436,1.5149,-0.2397,-0.8293,0.01413,0.27046,-0.16227,159.12361,4.36443,-97.3452
2.0014,0.3073,-0.1553,-1.2965,1.2837,1.1118,-0.01653,0.39546,1.23234,-73.17857,-33.76789,123.11556
0.5087,-0.5692,-0.7802,-1.3492,0.9037,3.1364,0.76256,0.25344,0.51412,72.26446,2.5673,171.89454
0.0353,-0.6746,-0.4438,-0.651,-0.5704,1.2713,0.73929,-0.12404,0.57263,91.64691,50.18069,74.18465
0.3902,-0.331,-0.5015,-1.0379,0.3393,2.549,0.74274,0.14323,0.8071,38.35744,14.34172,121.13591
2.787,-0.2546,0.8996,0.4055,-0.4759,2.9078,-0.11155,0.2013,0.92033,11.82814,10.16606,-12.83156
0.9558,-1.4635,1.1007,-0.6857,-1.4657,1.6381,0.2486,0.09186,0.639,100.21641,9.19232,106.65033
0.0834,-0.9605,0.7919,0.1852,0.5119,-1.3035,0.35126,-0.12121,0.74025,19.62227,-3.42614,-60.34474
0.6689,-0.4672,0.4255,-0.8477,1.0908,0.9117,0.42553,0.1451,0.90793,-55.60444,-30.67827,59.53022
2.1556,-1.4974,-1.1531,-0.6365,-1.199,2.1031,0.0051,0.2641,-0.14915,-146.43974,36.05498,-139.53919
1.377,-1.4723,1.3536,-0.1916,-0.362,1.8647,0.16915,0.08273,0.66848,26.74277,-6.41804,172.9909
1.5833,0.9375,0.4831,-1.3712,-1.2894,1.2458,0.15214,-0.16647,1.10458,59.74284,-62.85624,103.50465
1.9177,-0.3432,-0.0205,-1.3717,-1.4656,-1.389,-0.05581,0.59571,0.92286,-88.3612,-9.99656,-57.6251
2.1673,-0.5542,0.3479,1.4711,-0.4775,0.2586,-0.14297,0.47766,0.86308,20.21808,23.59325,-129.57396
1.9289,0.0492,0.0419,-1.0725,-1.5447,0.4892,-0.00395,0.43865,1.12492,82.64199,57.16082,132.65623
1.5344,0.8781,0.4504,-1.1036,0.2592,2.7189,0.14491,-0.14393,1.12742,-83.09071,4.93085,165.18479
2.6114,1.2783,-1.0625,-1.2814,1.4048,-1.6307,0.03113,0.15568,1.51142,83.98263,15.25625,-13.79264
1.4835,1.1562,0.8134,1.2284,-0.3697,1.8852,0.12926,-0.24406,0.91808,-150.89272,73.35384,94.57754
0.3441,0.65,-1.0978,-1.1752,-0.7523,1.9249,0.56745,0.04395,1.31359,56.76969,6.83053,56.53665
0.7007,-0.4588,0.6291,-1.3163,-0.1549,-2.2012,0.35203,0.10063,0.90959,-10.71253,3.88272,-161.02154
0.2527,-0.4079,1.3025,0.4182,0.7109,2.9496,0.10751,-0.12721,0.78661,85.96689,82.51451,-64.15275
0.0709,1.2841,-1.2785,1.0411,-0.7922,-1.4328,0.15027,-0.13976,1.51791,-44.98103,5.32854,-20.70365
2.3792,0.5582,-1.4546,0.7235,1.0547,-2.0166,-0.41432,0.60316,1.15431,0.44834,35.18059,44.9488
0.5366,1.2881,1.317,1.2894,1.3108,3.0954,-0.02445,-0.18913,0.72573,124.18991,-50.40868,9.21539
0.9134,1.1096,0.4501,-0.9404,-0.933,0.8015,-0.0275,-0.28119,1.08361,33.36319,-54.90717,61.22822
3.1409,0.7801,0.3405,0.4859,-1.1294,-1.7504,0.0731,0.15,1.18171,1.43258,-25.03896,91.55133
2.4153,-0.1937,0.0613,-0.7467,0.3491,-1.859,-0.27481,0.4448,1.01405,15.26608,-0.88669,-10.12576
2.6438,0.5116,1.0306,-0.3304,-1.3046,1.5688,0.11956,0.1058,0.91587,-13.48169,-18.94919,-119.20085
0.2966,-1.4817,0.5748,-0.4713,-0.1161,0.3278,0.4178,-0.02922,0.49183,-9.74709,57.41654,1.91319
1.5604,-0.9616,0.21,-1.2996,0.6254,0.744,0.15583,0.55516,0.61932,-43.90888,13.88291,65.5058
1.5632,1.0323,0.8601,0.2146,1.3508,2.275,0.14857,-0.19577,0.92529,167.73096,4.88948,135.38588
1.3314,0.2934,0.497,-0.2334,-0.3452,0.3949,0.17441,0.08175,1.11493,-0.44681,-26.35875,87.44141
2.4063,0.8941,1.2161,-0.1281,-0.2631,-0.0511,0.18262,0.03715,0.80412,150.04627,-71.52037,-8.86598
2.0619,0.9156,0.1468,1.538,-0.833,-1.8122,0.18146,-0.02113,1.24214,-19.33407,-68.31732,86.72588
2.7036,-1.5016,-0.4156,-0.8076,1.4758,-0.8754,-0.32497,0.31788,0.07537,-50.35768,-15.41576,118.3144
2.8094,-0.002,-0.3726,0.4816,-0.3111,-1.5635,-0.52648,0.34035,1.0654,-36.97714,10.00946,97.24405
2.1744,0.4184,-1.4532,0.2892,0.6676,3.0209,-0.31703,0.72418,1.05034,-12.59251,-20.98222,-48.8399
0.4492,0.8944,-0.2789,-0.7622,0.5058,-0.6467,0.099,-0.11885,1.37284,56.61093,-21.5336,-73.58367
0.975,-0.2123,-0.5905,-1.0373,1.115,2.0553,0.54328,0.53393,0.86621,-10.80317,49.78268,131.87723
1.2457,1.4593,-1.0581,0.9002,-0.7687,-1.2249,0.10964,-0.14448,1.50639,-33.11633,-7.46935,47.97743
3.0979,-1.4617,0.7953,0.1776,-0.2814,-2.7695,-0.32302,0.16432,0.56947,-33.88066,-45.08476,44.44573
0.5163,1.2031,-0.8863,-0.9082,1.1879,-2.7568,0.10885,-0.11075,1.4914,36.27506,77.29881,-161.45748
0.1806,0.6677,0.3581,-1.1282,0.1565,0.574,0.00762,-0.15114,1.1804,41.92329,-52.30042,-47.36886
1.7078,-0.8511,-1.1157,0.1569,1.4287,-3.0698,0.05643,0.68934,0.16182,-12.01979,-29.94995,-75.99387
0.3825,1.2588,0.5568,-0.8238,-1.41,-2.2641,-0.21425,-0.24793,0.99783,-17.22962,50.16187,-113.77345
2.5756,1.3675,0.529,-0.8442,1.467,-3.06,0.35766,-0.04946,0.9758,-132.22157,-11.21458,148.91695
1.8514,-1.2005,-1.0702,-0.6913,-0.5951,1.6152,0.01306,0.49651,-0.02437,170.25069,28.78625,-138.7353
0.6189,0.7616,0.9079,-0.9215,0.5798,0.8826,-0.01003,-0.19137,0.94746,159.22202,-63.84892,-150.24142
1.598,0.6588,0.6833,0.0097,0.7061,-1.3897,0.15202,-0.07041,1.05383,117.78603,-9.74461,-3.13185
1.4771,-0.5557,-1.1968,0.9238,-0.4952,2.9781,0.2231,0.77036,0.34604,-122.07146,-33.89675,38.88044
0.7778,0.2767,-0.722,0.3974,1.166,-0.3033,0.54679,0.32794,1.17074,26.55819,-36.34294,35.28181
2.7394,1.379,-0.9984,0.0165,-1.0094,1.1971,0.11325,0.11489,1.50415,33.99513,12.73455,-129.78429
1.3824,0.2294,0.8142,-0.6092,-0.4574,2.6241,0.15817,0.02841,1.00481,-39.69206,6.59804,-159.83766
2.4208,-0.2642,1.4029,-0.4591,-0.7014,-2.7452,0.07408,0.13464,0.75833,-15.56511,28.66984,-39.08863
0.0179,1.0721,-1.1979,0.9314,0.4525,-1.6864,0.28348,-0.145,1.47688,20.85408,8.17962,-42.04669
2.7946,1.3332,-0.1805,-1.0964,-1.2758,2.2087,0.31879,0.04428,1.28537,-27.51376,-54.30604,-83.12542
2.0059,-1.137,1.5698,-1.1802,-0.5177,1.4901,0.12814,0.08031,0.68052,21.43602,-21.19447,134.65814
3.1347,0.6788,0.8233,1.0154,-0.2036,1.9777,0.09434,0.1494,0.99283,-35.73035,77.65271,-46.81004
1.4524,-1.3243,-0.8114,-0.5271,0.7833,0.408,0.20324,0.43827,0.00478,-14.41024,81.94176,89.66223
1.0268,-1.5135,1.3659,-1.1542,0.1977,0.6204,0.18445,0.01501,0.66486,-10.86799,-1.85743,29.1896
2.8384,-1.5399,-0.3363,-1.4573,0.3962,-1.6935,-0.35514,0.26832,0.09104,-157.40725,-75.209,162.58047
0.465,0.5064,-1.1985,0.4308,0.4316,-2.248,0.66507,0.16578,1.20076,-19.11575,4.5585,-81.77105
2.119,-0.8731,0.1108,-0.3234,-0.5432,-0.1822,-0.17957,0.58199,0.63921,-53.91396,61.5384,54.20533
2.047,-1.4187,-0.9528,1.0294,0.884,1.3405,-0.02776,0.38115,-0.07908,101.19347,-23.71883,160.40214
2.1234,-0.1467,0.0138,1.5299,1.0826,-2.1328,-0.1371,0.50817,1.03401,54.89007,35.25113,101.28634
2.1208,0.6152,-0.3924,-1.1618,-1.5666,-1.6009,-0.01687,0.3146,1.34664,-84.642,9.97979,-34.69008
0.0039,-0.7624,-0.8094,1.2188,-0.7962,0.3756,0.74463,-0.14715,0.35287,104.41427,-6.93098,132.26372
1.0147,-0.0855,-1.5348,-0.0953,1.5255,1.1513,0.58167,0.65162,0.59331,2.74731,7.19632,124.28696
1.6629,0.1941,0.7788,-1.3668,0.9419,-2.4499,0.14222,0.0917,1.01496,-54.07993,70.51085,165.75155
2.8704,1.3048,0.5348,0.0913,-0.0227,2.9216,0.33711,0.06201,0.99334,-152.84903,74.10354,-167.59209
1.9417,-1.1943,1.2749,0.0198,-0.6631,-0.8911,0.08757,0.18881,0.70231,-27.18354,20.15406,56.37778
2.5076,0.5451,1.5346,-0.0137,-0.5575,-1.0692,0.10319,0.11038,0.70307,86.84848,-28.01709,55.57221
1.9318,0.9209,1.4633,0.3869,-0.591,-2.6206,0.15808,0.0061,0.71579,109.85126,42.87175,21.94753
0.6583,-0.7079,-1.2276,-1.3465,-1.1633,0.1867,0.66467,0.32436,0.21808,-109.45033,-4.11689,-122.45037
0.7651,0.2042,-0.2756,0.0857,-1.5394,-2.4242,0.44574,0.21998,1.18864,-93.43724,-48.49509,-38.67579
1.7295,-0.6898,0.5903,0.2312,0.2561,-2.6965,0.08555,0.41491,0.82469,2.76681,8.79349,-42.11275
0.3535,1.1981,-1.2991,0.711,-0.4731,0.3427,0.25925,-0.06428,1.50154,15.57542,27.96337,85.44689
2.6719,-0.572,1.4984,-0.3217,-1.5178,-0.106,0.04112,0.1474,0.71371,13.68292,35.6829,144.8047
1.2795,0.3556,0.9886,0.5768,-1.2044,-1.8676,0.14045,-0.05403,0.93895,15.55422,-28.94261,-27.80107
1.4569,-0.679,-1.1263,0.9022,-0.1575,2.6733,0.23446,0.72937,0.28058,-127.08344,-57.49185,33.46342
0.7511,-1.1251,1.5583,0.8326,-1.1134,-0.7243,0.11944,-0.09377,0.68265,-46.50066,18.10291,30.81073
2.4378,-1.2088,-1.0324,-1.0631,-0.4838,2.9834,-0.26782,0.42414,-0.01617,136.76215,3.45373,-162.96882
3.1376,-0.0831,0.7422,0.5393,-0.2705,-0.3632,-0.18132,0.15078,0.98978,-11.83907,-22.80585,-170.37623
2.5562,0.9137,0.4495,0.4775,-0.6213,1.1223,0.21176,0.03965,1.12258,-47.05719,8.67459,-136.76633
0.0153,-1.5305,0.4721,1.4401,-0.1981,2.1745,0.40594,-0.14386,0.43439,-34.87672,-56.03614,-126.39793
1.0947,-0.4143,0.5206,0.9309,1.1835,1.2691,0.30277,0.25976,0.92953,-71.13199,-11.5033,-159.63145
2.9017,-1.1658,0.4058,0.2576,-0.6941,-3.0868,-0.43286,0.26035,0.57396,-60.19902,-74.72021,56.79678
2.1815,0.3759,-0.6736,0.4261,1.01,-0.0249,-0.19116,0.53476,1.2372,10.62507,-41.62867,140.27919
0.5029,0.0032,-1.4191,-1.4285,-0.8523,0.378,0.82721,0.28377,0.71977,-90.2704,33.68464,-109.51165
0.2183,0.3558,1.4835,0.1863,0.121,2.6892,0.01594,-0.15016,0.72726,-147.94624,63.53472,48.86317
3.0835,-0.9212,0.9913,0.0301,1.4857,-0.256,-0.24205,0.16438,0.76014,86.57576,-75.42816,91.70444
0.446,0.2573,-0.635,-0.5086,-0.888,-0.1753,0.60215,0.12159,1.17559,-45.12256,61.50752,-46.90895
2.5688,-0.0032,-0.2639,-0.2731,-0.3141,1.7384,-0.39379,0.43251,1.08158,32.96619,-1.13718,-129.87088
0.2171,-0.9114,-0.6839,-1.2821,0.6719,1.0487,0.7117,0.00333,0.29968,-59.81505,71.68583,-11.47489
0.919,-0.091,-0.4281,1.4758,-1.349,-1.217,0.52078,0.43515,0.99744,-77.09227,49.49176,51.49861
3.0423,-1.5454,1.1761,-0.942,-1.0001,-1.8065,-0.16997,0.16773,0.63553,-68.04207,-29.59761,27.02152
3.1312,-0.2086,0.3228,0.6582,-0.6071,-2.4606,-0.39182,0.15413,1.01371,-16.4466,-25.25906,78.60653
3.0547,-0.8372,-0.2167,0.1473,-1.0567,-0.0858,-0.65896,0.20802,0.54684,173.90447,59.42632,-3.5299
2.7681,1.3042,0.5701,0.3795,-1.2139,1.4847,0.33814,0.02865,0.9787,-40.39743,17.54806,-122.21144
0.1743,-1.2287,-0.803,-1.1711,0.9888,1.357,0.54067,-0.05715,0.05482,82.9101,67.78154,143.80483
1.6873,0.316,-0.5808,1.3265,-0.6454,1.7237,0.08591,0.55678,1.21746,38.59924,-20.31051,-90.73737
2.318,-0.6487,-0.0462,1.4375,1.059,-0.1213,-0.32226,0.56866,0.72963,57.46359,-33.13497,166.60485
1.0792,1.3907,-1.4479,1.0492,-1.1978,-1.3714,0.19001,0.03699,1.52658,-69.69699,13.57965,35.85371
1.8293,-0.8471,-0.3601,0.8955,-0.6174,0.242,-0.03304,0.71192,0.48285,93.16842,29.18176,-136.746
1.8894,0.381,-1.1161,-0.902,0.2111,2.3358,-0.07849,0.71698,1.13907,33.88382,11.86595,-162.39238
1.3654,-0.0545,-0.4563,-1.5349,0.7328,-2.2951,0.2815,0.61549,1.01507,48.68414,0.69466,-129.50197
2.9659,0.3421,-0.4553,-0.8127,0.0093,1.9239,-0.44217,0.23089,1.24343,5.31868,3.05551,-126.2355
0.5889,-1.5043,-0.8961,1.4107,-0.8964,1.1009,0.33718,0.04478,-0.09124,-164.40741,-55.5632,81.89462
2.503,0.2562,-1.0615,-0.5001,1.487,-1.7804,-0.50723,0.56343,1.06581,45.28905,-11.86072,23.69848
1.0066,0.7538,1.2417,1.3485,0.2551,1.2229,0.08028,-0.15374,0.80793,-139.19554,53.57907,120.68049
2.5966,-0.9438,0.3669,-1.4699,-0.802,-1.4261,-0.3548,0.39056,0.67301,-52.6629,-26.39846,-18.36221
0.6369,1.0524,1.4253,-0.5136,0.6717,0.3597,0.03448,-0.16113,0.71932,162.04441,-2.35029,-140.44511
2.8592,0.5491,0.2645,1.1332,-1.0333,0.358,-0.02393,0.16318,1.20855,-37.041,39.46476,-147.1593
1.459,-1.1761,-0.0396,-0.3983,1.4375,2.476,0.21359,0.55761,0.40432,9.07303,23.90796,-138.23808
2.3982,1.3485,0.952,0.5961,0.4714,-2.9665,0.27837,-0.05209,0.82028,152.49721,9.79518,97.15749
1.0178,-0.7447,0.3724,1.3685,-1.57,0.1685,0.38688,0.34112,0.77401,98.11259,59.15955,-125.5391
0.1336,-0.4094,-0.0628,-1.4558,-1.5705,-2.1931,0.62514,-0.06738,0.87526,-96.43702,-62.40807,-160.75438
2.02,0.3191,1.2232,-0.5721,1.4373,-0.2442,0.1443,0.0462,0.83989,146.0131,-0.29202,-48.40737
2.7932,0.1871,-0.4024,0.2364,0.6909,1.7298,-0.4529,0.32414,1.16964,-27.68898,1.36478,-88.64854
0.2718,0.0028,-1.1477,-0.0896,1.2645,0.3811,0.8431,0.0792,0.83295,-6.94002,-4.67301,35.84984
0.1552,1.426,-0.6109,1.5636,0.1561,1.869,-0.21198,-0.18504,1.41001,8.98307,46.76083,-146.67556
1.4542,0.5886,-1.3273,0.604,0.8274,1.047,0.22638,0.64292,1.21714,2.82008,-24.56798,167.62014
2.4082,0.4588,1.3127,-0.5521,-1.3156,-2.1373,0.13018,0.08467,0.79687,4.88168,40.55839,16.41832
0.789,-0.2424,0.8578,-0.7664,-1.1562,0.8575,0.23787,0.02662,0.93249,44.62967,4.3954,66.49379
1.7485,-0.6601,-0.7654,-1.034,-0.8954,-0.7892,0.01135,0.78566,0.44948,-108.61464,-17.52312,-28.78441
0.0814,-0.8986,-1.417,-1.1097,-0.6632,1.9766,0.5829,-0.103,0.02635,171.23854,41.90785,117.20059
3.0216,0.0139,-0.8189,-1.1291,0.3753,1.5885,-0.73368,0.2396,0.96248,3.33492,40.61487,-151.23742
0.1538,-1.5478,-0.0815,0.356,0.4415,-0.0858,0.4576,-0.0809,0.19463,38.0967,63.84032,40.81203
2.5895,-1.3717,-1.0811,0.155,0.0907,1.5048,-0.21435,0.30827,-0.0977,135.47357,-2.9839,-125.80301
1.2248,0.7702,0.4125,0.1922,-0.8646,-1.1393,0.11332,-0.1281,1.15468,12.05633,-16.66571,8.94181
2.8487,0.4038,-1.0143,0.7158,0.9155,-0.7401,-0.58976,0.33458,1.18365,32.57316,-1.79687,150.88083
2.5064,1.2007,-1.0179,0.7134,1.0716,0.7366,0.01042,0.17872,1.50269,-63.82773,-37.47053,-105.20675
0.0176,0.5344,-0.6878,0.8029,-0.7105,2.1733,0.46021,-0.14197,1.31538,38.20112,-30.09488,163.29215
0.0994,1.3724,-0.9485,-1.3188,1.2351,1.3828,-0.05874,-0.15665,1.49709,-75.80373,-33.94965,18.6044
1.0778,-0.7091,-0.8985,-0.5689,0.4131,-1.5995,0.49114,0.59714,0.35449,-68.43946,-34.10238,-27.6159
2.5564,-0.2048,0.7348,0.6232,-0.0826,1.2783,-0.10218,0.24771,0.96684,-24.57104,10.66585,-107.6535
1.3851,-0.2981,-0.8594,-1.3622,-0.737,-2.5396,0.29819,0.77461,0.69984,71.43736,-57.73455,143.36084
2.9549,-0.1803,0.6261,0.9494,1.0831,0.9677,-0.22462,0.19513,0.99275,-78.07788,-13.30203,-56.31874
0.0128,-0.6291,0.8308,1.3992,-1.4295,-2.5038,0.28442,-0.14642,0.84486,-67.55974,-63.24536,-27.52778
2.3626,-1.5601,1.4972,0.2653,-0.1154,-1.4358,0.0684,0.14333,0.66972,-9.87486,2.28713,68.15939
2.5104,0.9054,-0.3984,1.5338,-1.3992,-1.6495,0.02827,0.1652,1.39885,-78.45623,-33.44966,140.37988
3.0378,0.2071,0.0723,0.8666,0.0025,1.1036,-0.30572,0.18271,1.18127,-14.93211,6.09399,-73.84674
2.5898,1.5505,-0.9279,0.997,0.2588,1.0787,0.27158,0.00902,1.46616,-44.1759,10.88484,-92.99341
2.0749,-0.6483,1.5656,-1.2612,-1.2057,-1.6984,0.12477,0.08447,0.68973,-52.33093,43.53433,-40.19162
2.126,0.0164,0.7274,0.8076,-1.2746,-0.0148,0.04617,0.21023,1.01042,-36.91377,34.05178,135.82732
0.1846,0.1915,-1.1999,1.4684,0.0233,1.2367,0.81397,-0.00065,0.96708,32.87957,-50.42057,149.01813
1.4387,0.5731,1.5405,0.5483,-1.0955,0.495,0.14645,-0.03702,0.70031,-61.76335,-29.10387,127.19637
0.9912,-1.2701,-1.5234,0.82,-0.6873,1.0103,0.26581,0.13209,-0.15342,-165.86199,-25.63685,133.74199
2.666,-0.8732,0.0365,0.0792,0.7749,-2.6065,-0.47499,0.41341,0.6151,-4.65716,-1.24599,6.60472
3.0836,-1.0805,0.0011,0.5766,-0.896,0.8138,-0.58392,0.1842,0.47675,106.82734,12.75224,-63.16014
1.8895,-0.5678,-0.0341,1.5592,1.0035,3.0098,-0.05342,0.6408,0.78404,-55.48519,37.6777,-29.58913
1.5995,0.7165,1.3812,1.519,0.3867,-0.23,0.15165,-0.05349,0.75583,-118.89926,-3.00918,-151.22666
2.7722,0.9787,1.117,-0.6714,-0.2071,-0.0388,0.18739,0.08835,0.83131,121.7378,-48.12915,51.95709
0.9937,0.5135,0.6996,-0.8195,-0.5797,2.3788,0.11415,-0.09968,1.05414,-48.69495,-12.99847,167.27435
0.5849,-0.3116,-1.228,1.1544,-0.5867,0.1718,0.7859,0.34045,0.53263,101.63077,11.09583,156.87981
0.9326,-1.2653,-0.8413,-1.2278,1.5529,3.0309,0.41291,0.3048,0.02212,72.00067,-25.0252,-129.97623
2.4572,-1.11,1.4755,-0.9742,-0.2275,3.0088,0.05098,0.15206,0.6956,-16.9483,-3.09704,-100.19946
2.3861,-1.544,1.5211,1.4319,-0.9874,2.5778,0.07249,0.13785,0.67141,37.96448,-45.95876,-9.4456
0.1289,-1.5078,-1.1665,0.5513,0.2409,-0.7613,0.22117,-0.12264,-0.15377,-163.26261,35.9268,-156.89353
0.9453,1.5287,-0.9867,-0.8683,-0.6702,0.0597,0.01205,-0.2396,1.48363,24.97686,14.29634,18.96566
1.7185,1.1459,-1.4409,-0.3616,-1.2351,0.3172,0.10089,0.34153,1.47248,74.58881,77.29684,153.86355
1.629,0.2826,-1.3557,-1.3704,-1.095,2.049,0.10304,0.81115,0.98054,85.71904,32.16399,120.25739
0.5322,0.0287,1.2092,-0.845,0.6585,1.603,0.10213,-0.11399,0.84451,-99.90047,-43.16705,99.82781
1.0758,-0.8408,0.7007,1.2834,-0.9886,1.8622,0.30702,0.25286,0.7748,56.56547,-21.84752,-125.79029
0.9273,0.7068,0.7394,1.1276,-0.4789,-0.1942,0.0615,-0.16809,1.02605,-69.46069,-29.16549,106.85036
2.1625,0.4285,0.2933,-1.4435,-0.3619,0.4478,0.05611,0.18553,1.18878,42.55938,-6.59977,72.04841
2.6931,1.1596,-0.1956,-1.4698,-1.0923,-1.2903,0.21874,0.06126,1.33054,-33.62558,66.19512,7.9611
0.4201,0.7283,1.499,-0.9775,0.8334,-2.0344,0.03182,-0.15013,0.71177,-149.69562,31.23577,7.01304
2.1018,-0.2043,-1.5156,-0.1088,1.1211,-0.0361,-0.29944,0.80619,0.50001,-8.83436,33.83952,114.68585
0.9948,0.6739,0.5197,1.5325,0.6419,-1.0909,0.09503,-0.12916,1.1192,-37.23624,-69.89308,134.44799
0.7797,-0.13,0.7767,-0.1242,1.4292,-2.7676,0.23647,0.02278,0.9727,152.45493,57.27692,4.84361
0.2358,-1.5586,-0.6763,0.1044,-0.743,-2.0302,0.35863,-0.06815,-0.04206,-169.65212,0.15437,-54.22899
1.0274,-0.2296,-0.3817,-0.5137,1.4888,-2.0654,0.48257,0.50868,0.91551,55.2954,6.87748,-72.29478
1.2571,0.2574,0.1543,-0.7233,1.1119,-2.6606,0.224,0.20423,1.1856,56.4764,75.63659,-87.46549
0.3302,-0.1724,-0.7972,-0.533,1.4883,-1.4571,0.79878,0.11516,0.82525,31.05857,-28.2704,-83.38999
2.1853,-1.3974,1.4366,1.4187,-1.1041,-1.0638,0.07771,0.15013,0.67877,-60.27141,23.46154,130.43078
2.9734,0.2031,0.215,0.6332,0.668,-1.6736,-0.23728,0.19249,1.16177,58.6038,-8.88936,111.05982
1.8478,-1.4033,-1.2997,-0.696,0.9572,2.0703,0.07952,0.26898,-0.15348,105.09497,-11.85423,-134.47371
0.463,0.0585,1.0845,1.0116,0.2684,-2.2513,0.10871,-0.11344,0.89469,73.73893,-13.73529,-46.00095
1.9591,0.186,0.0086,-0.6774,0.2291,1.2737,0.00228,0.39072,1.17926,-19.03701,-12.94859,147.78012
0.2423,-1.0331,0.4133,0.3714,0.0726,-1.4289,0.51023,-0.02846,0.64065,-27.66356,16.06254,-51.16525
1.0261,-0.8784,-0.0426,-1.4326,-1.4242,1.9519,0.45568,0.46257,0.58455,91.33497,30.22886,70.92995
2.2547,0.0982,0.5272,0.7446,-0.4133,-2.1048,-0.00588,0.24471,1.07612,15.91475,-17.8521,43.72531
1.5821,-0.381,1.1253,0.3027,1.277,2.5884,0.14865,0.12493,0.84263,-143.85807,59.82296,149.03197
0.3622,1.0588,1.539,0.1925,0.1289,-0.4973,0.02583,-0.15067,0.68925,173.70723,-23.15111,-140.10593
2.574,-1.4844,1.1763,-1.2727,-1.1563,1.5376,-0.07747,0.22735,0.64695,71.39749,18.65413,164.7166
2.3663,-1.4756,0.3781,1.5538,0.2893,-2.1072,-0.2054,0.41138,0.42074,-38.85994,55.487,72.68786
1.0877,-0.7205,1.5663,0.8017,-0.8342,2.2505,0.13973,-0.05664,0.68848,28.33351,19.22925,-132.24875
1.0803,-1.277,-1.4375,0.7396,-0.0011,2.8149,0.26681,0.18109,-0.14289,-169.63472,-22.23867,36.20541
2.2129,1.2193,0.1659,-0.5895,-1.5573,-2.615,0.28304,-0.12794,1.17686,-34.33052,7.15925,-28.72184
1.03,0.8352,-0.4276,0.6399,-1.3561,2.248,0.19928,0.04039,1.39645,57.49623,-19.58194,-156.35919
2.1291,0.5017,-1.4703,0.8625,-1.425,-2.2327,-0.26789,0.71215,1.10736,-116.77221,5.81837,86.2571
0.1093,0.9791,0.2046,-0.2198,1.0615,2.4889,-0.13407,-0.16566,1.21203,-133.92242,29.29323,57.1999
2.2936,-1.4689,1.3539,-0.1569,-0.4258,-1.3333,0.03736,0.18448,0.66889,-30.40134,5.93462,44.19203
0.211,-1.3093,1.5608,1.1416,0.7866,-1.4794,0.05473,-0.14173,0.67798,50.27644,-17.13347,-9.76894
2.6858,-0.64,0.3031,1.4939,0.3804,-0.971,-0.39031,0.35845,0.81478,27.23179,5.02348,-178.66762
0.096,-0.6093,1.5182,1.1398,-0.8756,0.7304,0.04022,-0.14687,0.70612,-29.08863,42.25952,79.72568
0.4877,0.5412,-1.2596,0.8813,-0.4475,2.0884,0.66183,0.1812,1.206,35.87617,-52.11763,-171.92036
1.1117,1.1318,1.276,1.3838,1.4291,2.3663,0.08102,-0.17471,0.75561,103.20523,-2.97899,65.47554
1.0697,-0.92,-1.0812,-1.3581,0.302,0.6635,0.44171,0.49409,0.12968,-123.75857,52.10785,-38.50427
0.8534,0.3798,-1.3185,-0.8731,-1.2137,-0.9373,0.61363,0.47508,1.07066,-106.23987,-3.63217,-88.43751
0.6256,-0.403,-1.0696,0.632,1.1036,0.5205,0.7598,0.36377,0.52462,40.34131,-3.12811,75.11853
2.9755,-0.3052,-1.105,-0.6568,-0.7798,-1.2599,-0.80495,0.28708,0.59109,-117.98001,-21.67799,63.09334
0.7218,0.0042,-1.2685,0.9016,-1.3247,1.4959,0.73687,0.44873,0.78457,135.50124,-45.47906,156.84687
0.5783,1.1136,-0.7783,1.3258,0.5223,1.7377,0.13871,-0.08865,1.47371,-31.63895,23.86259,-153.1121
0.4314,-0.002,1.4814,0.3018,-0.9728,-0.0057,0.06606,-0.13477,0.73059,-19.31152,-27.48702,35.23271
0.3704,-0.2019,-0.7238,-0.4655,-0.4862,-0.6164,0.78166,0.14257,0.82865,-76.42829,32.48009,-73.74685
0.7333,0.0025,-0.6027,1.3779,0.7053,-2.1818,0.61489,0.35198,1.01778,4.30881,45.53213,-14.72124
0.8999,-1.5354,-0.3148,-1.1804,-1.0435,2.0896,0.38158,0.2394,0.1017,139.12858,53.01859,120.45748
0.6619,1.1574,-0.7794,1.3995,0.6266,2.0436,0.11823,-0.0981,1.47606,-27.01118,36.52366,-126.80079
2.574,-1.2138,-0.8204,1.1848,-1.1207,1.2597,-0.36461,0.41042,0.05608,178.84914,-60.14527,-137.09558
0.84,1.5524,-1.023,1.4704,-0.4283,-1.495,-0.01682,-0.24357,1.4865,-23.44295,-28.51389,46.08039
0.16,-0.4543,-1.5698,-1.5014,-0.9794,0.8061,0.78141,-0.02589,0.27499,-109.02511,24.80405,-149.17478
2.6824,1.5225,0.5379,1.1759,1.1357,0.4728,0.39797,-0.02939,0.91798,-130.32738,38.55181,-68.1402
0.358,0.9352,-0.1815,1.242,-1.3307,0.3769,0.02977,-0.14907,1.34805,-42.92525,57.99998,58.76638
1.2438,-1.2776,-0.3159,-0.4992,-0.2233,-0.4827,0.32069,0.47836,0.22836,-104.80996,32.1099,-32.96936
