Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z
3.0933,-1.2676,0.8921,-0.4257,-0.3075,1.8474,-0.29857,0.16465,0.65399
0.4042,-0.3299,0.8648,-0.1403,-0.989,-1.4952,0.24829,-0.05699,0.91378
2.7074,1.087,-0.4737,-0.0742,-0.5509,2.6837,0.09132,0.12305,1.41886
2.92,-1.2825,1.3481,-0.019,-1.0107,-0.3518,-0.07894,0.17159,0.69005
0.5914,-1.1595,-1.3546,1.126,1.4662,1.9356,0.42379,0.10386,-0.08542
0.6837,0.8523,-0.0178,1.0965,-0.5725,3.0968,0.07766,-0.13027,1.3019
2.6447,-1.1002,1.4094,0.0128,-0.8135,-0.025,-0.00207,0.17182,0.70447
0.77,-0.257,-1.3035,-1.4303,-0.7731,1.9557,0.7144,0.48372,0.54622
2.7385,-0.3761,-0.5879,-0.7556,1.0784,0.0826,-0.6475,0.43925,0.74278
2.8424,1.5682,0.2674,0.8697,1.1235,-3.1368,0.44647,0.01931,1.01021
0.9165,0.1437,-0.5193,-0.9037,-0.2652,-2.7028,0.48704,0.38844,1.12792
1.3884,1.4256,-0.8504,1.5613,0.1503,1.8099,0.11938,-0.18003,1.47245
0.5102,1.5273,-0.2697,-1.2619,-0.1687,2.9568,-0.26336,-0.31933,1.25557
0.81,-0.0254,1.4381,0.4749,0.6291,0.1752,0.1145,-0.09734,0.74889
3.0898,-0.1394,0.4177,-0.0228,-0.0447,2.9126,-0.3203,0.16686,1.03259
0.8445,-1.0608,-0.2953,-0.6958,-0.3068,-0.0496,0.53522,0.3766,0.36714
1.3715,1.3876,-1.4419,-0.9999,0.3176,1.9354,0.17131,0.09024,1.52647
0.1469,0.4123,-0.9349,0.0825,0.5844,-0.3048,0.64392,-0.0564,1.20889
2.3533,-1.0321,-0.6726,0.3139,1.4686,-3.0887,-0.34958,0.56443,0.22342
1.4274,0.5788,-0.5628,1.1044,0.2135,3.0083,0.20208,0.34957,1.3401
1.2852,-1.3499,1.1388,-0.1415,-0.6517,0.0055,0.20171,0.15436,0.66848
0.9273,1.2792,1.151,-1.3512,-0.8704,2.9996,0.01615,-0.22856,0.77159
0.1734,-0.6816,-1.2829,-1.3699,-0.3972,-1.3514,0.7413,-0.02249,0.21539
2.2697,-0.8232,-0.2577,-1.415,-0.7847,1.1387,-0.32529,0.62028,0.54044
0.2891,1.3135,-0.9697,-0.465,1.0122,0.9737,0.02691,-0.14854,1.50279
1.3191,-1.4365,-0.0201,0.0822,-1.3717,0.0925,0.26714,0.43633,0.27295
1.4306,0.0367,0.0118,0.5568,-0.8659,0.8201,0.20878,0.40566,1.11995
0.7487,-1.2236,-0.711,-1.2596,-0.6358,3.0181,0.5001,0.25985,0.09318
1.112,0.6667,-0.7228,-1.3433,-0.7299,0.0734,0.30451,0.27767,1.36884
1.4979,-0.3612,1.1176,0.5732,1.3464,0.9443,0.15856,0.1111,0.84722
0.3052,-0.6316,0.2673,-0.5403,-0.6278,1.5334,0.54231,0.01353,0.81311
1.0751,-0.0986,-1.4503,-0.3762,0.3486,1.6162,0.54192,0.68674,0.61848
0.433,1.4982,0.7104,-1.2596,0.9834,-0.8106,-0.23448,-0.27369,0.86169
2.4328,1.5328,0.9059,0.2913,1.1542,1.0902,0.30888,-0.06718,0.78699
0.22,0.1609,-0.0084,-0.4559,0.1415,-0.7446,0.40426,-0.06336,1.17088
2.2613,1.465,0.9377,-0.9723,-0.6235,-0.1367,0.28141,-0.10503,0.79569
0.8508,0.7688,1.2124,-0.0967,1.3904,-0.1583,0.05103,-0.16938,0.81838
0.8336,1.251,0.3074,1.4864,-1.0152,2.821,-0.08773,-0.31984,1.10739
0.9382,-1.1596,1.0391,-0.3254,0.5039,-1.0764,0.26566,0.1086,0.70225
1.8015,1.4948,1.385,0.8215,-0.2799,2.8843,0.16862,-0.06166,0.69055
3.0091,1.3487,0.5552,-0.7855,-0.9669,1.0318,0.33661,0.10652,0.97102
1.0889,0.8785,-0.1434,0.1528,-0.8024,-0.1546,0.13347,-0.06858,1.33813
1.4215,1.2303,0.3321,-0.3575,-1.4549,1.1388,0.10563,-0.30653,1.10276
2.7793,0.8774,0.9649,1.0945,-0.1827,-2.8643,0.18918,0.08876,0.90767
0.9789,-1.4219,1.4382,0.9918,-0.9789,-1.6146,0.16766,-0.01956,0.67688
1.1443,-0.3097,-0.7305,-0.3485,-0.4828,3.1122,0.46506,0.66076,0.74123
0.3959,0.5916,-1.2309,1.2264,0.1974,-1.8066,0.64129,0.10541,1.24705
3.0414,0.3606,1.3798,1.5064,0.1982,2.6405,0.03989,0.1468,0.77131
1.6779,-1.2993,1.0677,-0.186,-1.1708,0.8133,0.1241,0.24936,0.67146
3.0695,-0.5073,0.9357,1.2095,0.6669,0.393,-0.20514,0.16526,0.86327
0.7516,-0.7843,1.0174,0.8879,-1.3238,2.8579,0.26733,0.04446,0.79165
0.8117,-0.1034,1.2389,-0.5219,-0.5882,2.3846,0.14087,-0.06953,0.82775
0.0468,1.0563,-0.3255,1.3479,-0.541,1.8082,-0.05352,-0.15272,1.38281
0.7345,-1.4086,-0.0909,-0.3062,0.3864,-0.152,0.47304,0.22501,0.25621
2.1145,0.1892,1.34,-0.1981,0.766,2.073,0.13177,0.07207,0.79128
0.3257,-0.5507,-1.402,-0.9899,0.2532,-2.642,0.76909,0.10137,0.26611
0.7317,-1.1531,1.5373,-1.1459,-0.3108,1.5698,0.12416,-0.09017,0.68508
1.8976,-0.8246,0.0202,0.844,0.126,-2.3535,-0.05637,0.63373,0.63962
0.3171,1.4595,1.3282,0.3919,-0.8147,1.9206,-0.06792,-0.18021,0.70295
0.9735,1.4778,0.043,-1.0757,0.6248,-2.229,-0.09535,-0.40699,1.14362
0.9732,-0.6431,0.2416,0.7258,-0.5676,1.932,0.42393,0.35618,0.80242
2.5361,-1.3738,0.7498,0.0664,-1.4532,-1.464,-0.20507,0.32445,0.58695
1.5713,1.4017,-0.4987,1.2861,-1.4972,-2.8059,0.15018,-0.25373,1.38081
0.7273,-1.0232,-1.3509,1.5056,1.2494,-2.5368,0.48073,0.227,-0.02167
0.014,-0.7512,0.8833,-0.1132,-1.4748,1.6795,0.28091,-0.14613,0.80783
2.0356,0.6894,0.4085,1.3711,-0.3965,2.5707,0.15295,0.02974,1.16123
0.5652,0.0006,0.7616,-0.9898,0.6438,2.3031,0.20562,-0.04728,0.99844
0.5619,0.6627,1.5165,0.2504,-1.1455,1.8173,0.05835,-0.14058,0.70735
0.6386,-0.39,-1.346,1.3764,0.6107,3.1063,0.74942,0.36947,0.41663
2.7437,0.0794,-0.4997,-0.5031,0.8029,-2.4454,-0.51818,0.38056,1.09201
0.1635,0.813,0.5323,-0.8622,0.7899,2.8234,-0.09353,-0.16751,1.1018
1.3466,-0.0774,0.2724,-0.9418,0.1205,-1.365,0.22783,0.32422,1.06599
1.3014,1.3219,1.1108,-0.4302,-1.5335,0.4316,0.09403,-0.22322,0.77577
1.2506,-0.6632,-1.1515,0.9323,-1.5373,-0.6531,0.37987,0.66882,0.28202
2.5522,1.3381,-1.2748,1.544,0.6303,1.0625,0.0065,0.17616,1.52421
1.7448,-0.7246,-0.9497,1.3459,0.3892,-3.0283,0.01782,0.76535,0.32081
1.0698,0.3114,1.4877,0.7227,0.5074,-1.3863,0.12481,-0.08449,0.72618
0.6148,1.0637,0.6215,-1.2463,-0.4283,1.6246,-0.09447,-0.25039,1.02017
3.0405,-0.3502,-0.7617,0.5547,-1.5205,2.3642,-0.78247,0.23019,0.69676
2.1813,0.044,-0.6215,-0.9981,-0.3594,0.2894,-0.26925,0.64656,1.04152
2.588,0.2754,-1.4077,0.626,-1.261,-0.0414,-0.61447,0.55617,0.9542
2.7576,1.4,1.1447,-0.1312,0.5941,1.8704,0.22876,0.0694,0.75162
0.1901,0.5613,-0.987,-0.9123,1.3289,-1.7576,0.58057,-0.04109,1.28655
2.5191,1.2987,-0.5253,1.1237,1.3561,-1.0227,0.22647,0.02216,1.41089
2.1207,-0.6028,-0.6684,-0.3456,1.4629,1.603,-0.2767,0.73853,0.53506
2.3923,-1.3776,-0.6264,-1.3465,-1.2621,-2.5844,-0.23921,0.42747,0.04838
0.5185,-0.9709,-0.6414,1.4573,1.161,2.7742,0.66009,0.20387,0.27723
2.5166,0.2903,1.4511,-1.1278,0.4316,2.037,0.10016,0.11277,0.74212
2.1906,-0.2134,-0.6695,-0.9819,1.2034,-2.88,-0.32426,0.71271,0.83885
0.3257,0.4803,-0.6008,-1.1535,1.0356,1.3803,0.47909,0.00343,1.29757
0.088,-0.5336,0.6117,0.3128,-1.0658,-1.5531,0.37012,-0.11798,0.88427
0.8275,0.9336,-1.1082,0.4871,1.387,-0.864,0.34861,0.15754,1.44061
1.7803,0.5086,-0.3645,1.2304,0.4698,-2.8864,0.07705,0.3591,1.31234
2.8048,-0.1257,-0.5143,0.7062,1.1261,1.5393,-0.61349,0.37378,0.95192
2.5828,1.0474,1.5359,-0.8158,-0.051,-2.4204,0.1051,0.11125,0.69034
0.9473,0.2585,1.2301,0.7657,-0.1599,-0.9723,0.11526,-0.09672,0.8379
2.5309,0.2856,-1.3221,1.0259,-0.8048,1.3339,-0.5663,0.57954,0.9959
2.3038,1.34,1.3437,0.5049,0.8999,0.2727,0.18532,0.01842,0.71384
2.1735,1.0219,1.1976,0.1601,-0.8545,1.1486,0.19791,-0.02291,0.7955
0.9804,0.3704,-0.864,0.2072,-0.9135,1.199,0.47257,0.43565,1.19878
0.7553,-0.0683,1.013,-0.0566,0.9085,2.31,0.17042,-0.04564,0.91184
1.5081,-0.2808,-1.5376,0.0537,0.6186,1.4857,0.20167,0.81751,0.42666
0.2305,0.1277,-0.9779,-1.2754,-1.5019,-1.4823,0.78016,0.02895,0.99648
0.822,-0.824,-0.658,-0.4171,-0.667,-3.1345,0.60361,0.42908,0.37302
1.1926,1.5039,1.3084,1.1859,1.2487,1.3167,0.09145,-0.1762,0.70063
2.129,0.188,1.5622,-1.2712,-0.7844,-0.8697,0.12955,0.07583,0.69545
0.3901,-0.1412,1.2767,-0.649,-1.1012,-0.49,0.09825,-0.12184,0.81155
2.641,0.6684,1.3429,-0.4824,-1.481,0.8585,0.12496,0.10267,0.77367
0.765,-1.5515,0.1762,0.2782,1.1026,1.3428,0.41833,0.1936,0.30408
1.7625,0.2491,1.2822,-1.1074,-0.4113,-1.2356,0.14962,0.01662,0.81562
1.3241,0.3491,0.8782,-0.7379,0.3063,1.5561,0.14698,-0.03081,0.98406
0.7382,1.3387,0.1285,0.3729,1.4796,1.0764,-0.14169,-0.33176,1.1569
0.9824,-0.0651,-1.546,-0.9843,-1.0101,2.6157,0.60298,0.63336,0.60606
0.7297,-0.3744,-1.1948,0.1728,0.2979,1.5121,0.72146,0.44395,0.4943
3.0801,1.2555,0.8226,-1.5665,0.148,1.369,0.26212,0.1342,0.89031
0.1434,0.0517,-0.5898,-0.5071,1.5084,2.5522,0.68452,-0.05277,1.05452
1.7859,-1.0687,1.3615,1.0296,-0.5793,-0.8451,0.12469,0.13228,0.71261
0.4299,1.51,-0.3414,1.2733,1.1172,2.1674,-0.26758,-0.28776,1.29054
0.6707,-0.1819,-0.6687,0.517,0.2699,-3.0533,0.6907,0.35646,0.86325
2.9017,0.4146,-1.3665,0.3898,0.4197,-1.799,-0.70132,0.32602,1.07974
0.7749,-0.8551,1.2056,0.455,0.0303,-1.9815,0.2151,0.00062,0.7585
2.921,-0.1996,0.1558,1.0423,-0.8844,0.752,-0.41838,0.24759,1.01671
0.1579,-0.237,1.1631,-0.4818,-1.1927,0.9147,0.10931,-0.13453,0.84617
2.1654,-1.2,-1.0829,-0.579,0.3036,2.3167,-0.13903,0.47345,-0.02814
2.2217,0.3128,-0.0395,-0.5024,0.0846,-2.0312,-0.07079,0.34059,1.22596
0.1659,-0.4151,-1.4676,-0.2331,1.1627,-2.4097,0.81366,-0.0159,0.34587
1.7483,-1.062,1.1055,-1.5153,0.6472,0.2573,0.11029,0.23501,0.727
2.935,-1.2626,-0.4894,-1.47,-0.7321,-0.8544,-0.50954,0.2601,0.16259
0.1214,-0.17,0.2706,-1.4587,0.5928,-2.9917,0.41762,-0.10021,1.03043
2.0859,-0.6281,-1.2732,1.2586,-1.072,-1.7134,-0.2395,0.72767,0.25877
0.3019,1.0188,-0.1049,-0.9133,-0.4084,2.9047,-0.05383,-0.17392,1.31926
0.6705,0.001,1.4014,1.2968,-0.9373,0.5957,0.10069,-0.11166,0.76465
1.7287,-0.0286,-0.9267,1.3016,1.0654,1.5858,0.02303,0.8096,0.89221
2.8215,-1.3164,0.0171,1.2925,-0.7546,-0.0042,-0.45596,0.30923,0.35017
0.1238,-0.2473,1.2327,-0.4749,-0.3461,0.446,0.08797,-0.14026,0.82163
2.1917,-0.7081,-0.8287,0.6898,1.2414,2.3557,-0.32024,0.70563,0.38538
0.7505,0.7876,-1.3243,0.1101,-1.2175,-1.6646,0.49937,0.26051,1.33854
2.865,1.2337,-0.322,0.0236,-0.24,2.5211,0.22001,0.09352,1.35981
2.9754,0.6742,-1.3332,-0.5097,0.382,-2.2607,-0.58444,0.25018,1.27034
3.1009,-1.2888,-0.7822,-0.7954,-0.3803,-1.0549,-0.48281,0.16983,0.03218
1.2018,0.4157,1.5423,0.0588,1.0054,2.2093,0.13545,-0.06575,0.70195
2.9119,-0.8261,-0.011,-0.8269,-0.0196,2.0688,-0.57632,0.28885,0.62839
0.4005,-1.0554,0.6718,-0.9452,1.2687,2.0406,0.42064,0.01515,0.68894
0.0148,-0.1143,-1.0195,-0.5258,-0.8448,1.0733,0.83093,-0.13777,0.78694
1.5806,0.1115,1.0277,-0.6965,0.8242,-3.0557,0.1496,0.04688,0.91895
2.8285,0.3632,0.6869,1.5319,0.0496,-2.2008,0.00896,0.15482,1.05766
1.9525,-1.2325,-0.1351,0.3876,1.5491,-1.7956,-0.07319,0.58517,0.33176
0.0232,-1.0422,0.4883,1.2847,-0.8843,0.323,0.46552,-0.13929,0.65552
0.4822,0.8385,0.5649,1.25,0.4224,0.5928,-0.04886,-0.19494,1.0849
0.1627,0.9017,-0.9962,-0.3109,-0.3283,2.0341,0.34875,-0.09481,1.43848
0.2465,-0.803,1.4711,-1.3008,-0.3376,-0.8152,0.0835,-0.13372,0.71271
1.9163,-0.3877,1.1434,-0.7427,0.9936,0.2072,0.10108,0.16222,0.83677
0.8684,0.9766,1.0932,0.8899,-0.8461,0.4154,0.01949,-0.20924,0.84081
0.0503,-1.3987,-1.168,-0.0663,0.1611,-1.5311,0.29887,-0.13519,-0.12702
2.3181,0.0124,1.5386,-0.3018,0.4688,-1.5743,0.10976,0.10232,0.70603
1.1892,0.5576,-0.2398,-1.4184,1.1085,-0.5101,0.23264,0.17683,1.31684
1.0388,-0.182,0.3755,-0.4308,-0.8897,-3.0753,0.31271,0.23547,1.02132
2.0282,0.0194,-0.9279,1.5067,-1.546,1.1713,-0.21192,0.77031,0.92972
0.413,-1.1762,0.8443,0.1867,-1.4446,1.5617,0.35871,-0.00664,0.67483
1.3234,1.4619,0.4462,1.2926,1.3756,1.4894,0.05555,-0.39282,0.97733
0.8276,-0.5531,-0.4536,1.0733,0.4871,-0.8986,0.61335,0.44568,0.6587
2.4482,0.8827,1.4,0.5843,-0.4114,0.5807,0.14664,0.07324,0.73866
1.1914,0.3189,-0.9566,-1.2144,-1.1364,1.7057,0.39249,0.57924,1.14206
1.5613,0.4972,-0.066,-0.9146,-1.3955,-0.0749,0.15211,0.21605,1.27854
1.1253,-1.4426,-0.4893,0.3168,-0.3092,-0.6627,0.33017,0.34321,0.07202
3.1333,-1.1138,0.5547,-0.6347,-0.6325,0.8177,-0.43552,0.15367,0.63962
1.0597,0.8689,-0.6061,-0.1635,1.4228,2.2711,0.22196,0.08903,1.42381
1.0972,0.7579,0.7846,-0.7249,0.6846,1.5429,0.07997,-0.17295,1.00116
2.0827,0.0336,0.1438,0.9428,0.3839,-1.8935,-0.05304,0.40072,1.11494
1.5609,0.9047,-1.5628,-1.1506,-1.5471,-1.4003,0.15546,0.54546,1.34053
1.6176,0.3184,-1.4281,-1.4472,-1.1868,-0.2008,0.11218,0.81197,0.98094
0.8026,-1.3685,0.3418,0.7078,-0.7935,1.2789,0.4322,0.23138,0.45499
3.1009,1.0441,0.9246,1.1276,-1.2559,-0.3283,0.19482,0.14224,0.89651
2.733,0.524,-0.4082,0.6494,0.258,-2.6488,-0.25619,0.27443,1.31913
0.6881,0.6124,-0.6668,-0.9023,0.6143,-1.1353,0.40202,0.13627,1.3501
0.7539,1.3114,0.1956,1.1101,1.0201,0.9033,-0.12976,-0.32765,1.13697
0.9203,0.3563,-0.6532,-0.9858,-1.2248,2.3462,0.45273,0.34715,1.22941
1.2204,-1.0242,0.5011,-1.4314,-0.1906,-1.9224,0.29806,0.37842,0.66686
2.5452,-0.5861,-1.0957,0.8175,0.9248,-2.2161,-0.56655,0.56597,0.36499
2.301,0.4961,-0.2938,-0.2233,0.6291,-2.6501,-0.0969,0.33319,1.30444
1.1653,0.0589,-1.1147,1.0016,-0.0707,2.6892,0.46011,0.69141,0.89226
2.7238,-0.0723,0.1641,-1.4169,0.7065,0.0907,-0.31504,0.30403,1.07248
2.2863,1.0093,-0.1899,-0.6799,-1.3416,-1.9201,0.16033,0.04427,1.34694
2.8728,-0.28,0.6038,-0.9129,-0.7945,-2.5889,-0.24634,0.22349,0.96832
1.9522,1.5067,-0.8169,-1.4549,-1.3583,-2.0205,0.22543,-0.15899,1.44874
1.501,-0.5874,-0.2486,-0.3633,-1.3719,0.9697,0.19804,0.68126,0.70696
1.0417,-0.2931,0.3705,0.5033,1.3826,-1.2364,0.33155,0.26977,0.97915
1.8931,1.4273,-0.7637,1.546,-0.0117,-0.8206,0.20195,-0.13101,1.45186
1.9791,-1.2135,0.337,0.0461,-0.5527,2.3762,-0.05916,0.51466,0.52798
2.474,0.1188,0.1319,0.3411,-0.7114,-0.9803,-0.17513,0.32913,1.14634
1.3912,-1.4349,-1.17,-1.4916,0.2496,-1.7512,0.19441,0.23082,-0.13746
1.749,0.5215,-1.2709,0.873,0.6668,2.7268,0.02653,0.69918,1.18924
2.7685,-1.5686,-0.3379,-0.7666,0.9736,-1.8957,-0.31961,0.28624,0.07861
2.6005,0.0757,-0.4162,-0.5152,-1.3768,-1.6538,-0.43177,0.43452,1.10472
1.4404,-0.8755,0.0977,1.0159,-0.6282,1.5957,0.22602,0.56953,0.63366
3.064,-0.5728,0.2458,-1.3322,0.8012,-3.1352,-0.5076,0.18997,0.8402
1.7201,-0.4029,0.1152,1.1227,0.8234,0.109,0.06817,0.55553,0.91082
0.2742,-0.8263,1.0832,-1.4489,-0.5292,-1.5876,0.23557,-0.08961,0.77706
1.1718,-1.008,-1.2644,-0.121,-0.2345,-2.7692,0.35081,0.44583,0.01242
2.692,0.7483,1.2284,1.4612,-1.3311,-0.5825,0.14472,0.09677,0.81378
2.2371,0.0253,-1.2635,0.5587,0.3723,-2.3206,-0.40521,0.75813,0.80455
2.8,0.1229,0.3493,0.338,-1.2108,1.7739,-0.1855,0.2252,1.11855
2.3283,-1.3931,0.7074,0.0975,1.5582,2.9436,-0.14209,0.36863,0.56818
1.2781,-1.3331,0.5252,1.0368,-0.8514,-2.7585,0.26711,0.36633,0.53588
0.6528,-0.1625,-0.6728,-1.0807,1.2725,-1.5142,0.6948,0.34238,0.87664
0.9598,0.8353,1.0374,1.4627,-1.1399,-2.6004,0.04913,-0.1914,0.883
2.7306,-0.9253,-0.5808,-0.1643,0.1816,0.226,-0.57441,0.41401,0.33457
2.0432,-1.2276,-0.158,-0.2624,0.2951,0.2781,-0.12732,0.57893,0.32477
2.0838,-1.2242,-0.8902,1.0048,1.1776,-2.5909,-0.11748,0.51428,0.025
2.1252,-1.3164,0.1214,-0.5827,0.5448,0.7189,-0.14501,0.51922,0.39352
1.9642,-0.0304,-1.281,0.5972,0.963,-2.0562,-0.18884,0.84643,0.74984
1.9314,-0.7287,1.0021,-0.2103,-0.2293,1.406,0.06098,0.26356,0.80554
0.5164,-0.3197,-1.5008,1.0844,-0.2243,-1.7676,0.79004,0.27603,0.40975
0.3878,-0.7512,-0.7825,-0.1511,0.8897,1.8972,0.74905,0.14389,0.37285
0.6178,-0.8159,-0.7477,0.5455,-0.2573,0.1754,0.68019,0.29927,0.34014
0.6646,0.9264,-1.416,1.3946,1.3335,-0.4374,0.47067,0.17815,1.38856
1.6843,0.6773,-0.804,-0.3393,-1.5441,-1.974,0.10251,0.42554,1.36821
2.4239,-1.1183,0.9828,1.1832,-0.5003,2.7918,-0.10263,0.28878,0.70859
2.1185,-1.506,-0.8619,1.1906,1.2847,0.8193,-0.03602,0.3472,-0.08213
1.3601,0.5288,-0.1017,0.5677,1.3391,-1.3849,0.19116,0.17635,1.29109
2.7891,0.1861,-1.0591,1.5214,0.7494,2.3078,-0.66922,0.40606,1.01361
1.197,1.1043,-1.4426,-0.8772,0.0279,2.9585,0.26993,0.27724,1.45808
1.5554,0.0227,-0.1291,1.3373,0.5921,1.6968,0.1577,0.49536,1.10883
2.0681,-0.8043,1.0635,-1.0694,0.7846,2.7255,0.03243,0.25478,0.78336
0.9773,1.1643,0.3646,0.2734,1.4697,2.9429,-0.02093,-0.29932,1.10681
2.912,0.3398,-1.4192,1.2196,1.5272,-0.7301,-0.74232,0.32758,1.0016
1.3057,-1.387,1.2048,1.4416,0.7298,1.473,0.19121,0.13162,0.66828
0.4411,1.0808,0.6058,1.0248,1.015,-0.5351,-0.14215,-0.23305,1.02309
1.6978,-1.1521,-0.5357,-1.3322,0.7271,0.5665,0.07259,0.61619,0.20676
0.625,-0.7702,-0.375,1.0441,0.8939,2.8591,0.66487,0.29467,0.53096
2.4401,1.3551,-1.0173,0.6747,0.0514,-0.2029,0.12092,0.09427,1.50775
1.0981,-0.3309,1.1222,0.746,0.1419,-1.3052,0.18619,0.03454,0.8495
0.9043,-1.1676,-1.1208,0.9323,-0.4602,3.076,0.41555,0.2856,-0.02458
0.0276,1.0698,-0.4713,-0.5493,-1.1539,0.4837,-0.01496,-0.15052,1.41875
2.2678,-1.413,1.103,-0.8031,0.4267,-0.0555,-0.02547,0.26417,0.65042
1.35,1.2718,0.3276,1.1633,0.7111,1.258,0.07961,-0.33047,1.09241
1.0567,-1.3716,0.6314,0.6161,-0.204,1.1051,0.32325,0.26724,0.55369
1.5367,-0.9712,1.5459,-1.3827,0.0523,-1.9253,0.15085,0.02086,0.68882
0.8341,0.2838,0.5538,0.896,-0.9954,3.1391,0.18321,-0.02136,1.0968
1.4243,0.3147,-0.7361,1.5067,-1.3043,0.0116,0.23686,0.57735,1.19121
0.7556,-0.3425,0.9862,1.0112,1.3134,1.0092,0.22212,0.00311,0.88438
1.6404,0.1129,-1.4046,-1.3548,0.0272,0.9837,0.09059,0.85811,0.81992
0.4322,-1.3835,0.8507,-1.4866,0.7502,0.1371,0.3509,-0.00338,0.60922
1.6758,1.3778,-0.1131,-0.0421,-1.387,0.2454,0.18306,-0.30529,1.24509
0.9095,-0.9805,-0.2849,-0.7063,-0.55,-1.7493,0.52269,0.42735,0.42357
1.4235,-0.5031,1.0154,0.6312,1.4364,-2.7151,0.17548,0.16031,0.84996
2.4047,-0.8644,-1.372,-0.4446,1.3337,-2.4139,-0.34896,0.51927,0.06074
3.0953,1.5303,1.0327,-0.4344,-0.7174,1.4565,0.24233,0.13898,0.75286
0.2131,1.1465,0.4193,0.8987,0.7436,2.9622,-0.21645,-0.20036,1.0878
1.4153,-0.214,-0.2407,0.5953,0.1985,2.1683,0.24578,0.59899,0.95914
3.0835,-1.3792,-0.6384,1.0516,-0.9428,-1.0491,-0.45337,0.17667,0.04305
1.7138,0.4449,0.04,0.8185,1.2712,2.647,0.1191,0.22573,1.24915
2.5037,1.1576,-0.6758,-1.5355,0.3862,-1.6476,0.09635,0.11536,1.45934
0.2855,1.4403,0.6729,-0.0834,-0.8543,3.1164,-0.26873,-0.23526,0.89445
0.3083,0.9876,0.5851,1.5448,-0.8863,-2.4429,-0.13937,-0.20186,1.05173
1.7827,0.256,1.4905,-0.44,-0.2389,-2.7029,0.149,0.02083,0.72568
1.9509,-0.0132,-1.238,1.1392,-0.4712,1.3959,-0.17531,0.84322,0.78252
1.6796,0.7603,-0.5686,-0.0585,0.5343,0.9949,0.12196,0.26537,1.39716
3.1402,1.5484,-0.9713,1.1838,0.2752,-1.3158,0.20911,0.14976,1.47647
1.4308,0.0748,1.4662,1.3524,1.537,1.6015,0.14852,-0.02134,0.73725
0.471,1.0553,-1.5536,-1.3016,-0.1669,-0.327,0.45757,0.06462,1.41711
0.2795,1.1553,0.5339,1.228,-1.4205,-0.3638,-0.20552,-0.21509,1.03604
2.6374,-0.4067,-1.0604,-1.462,0.0793,-0.0746,-0.65262,0.53146,0.52552
2.8799,1.0939,-1.0783,-0.0135,0.834,-2.079,-0.16574,0.19973,1.48752
0.6832,1.3635,0.7797,1.1032,-1.4777,1.6128,-0.12639,-0.29635,0.87756
0.7454,0.3635,0.7878,1.0304,-0.3413,-1.3491,0.11463,-0.09839,1.01977
2.3853,-0.8957,0.6806,-0.778,0.9437,-2.0949,-0.17479,0.37119,0.75226
0.1636,0.6005,-0.7901,1.2196,-0.3832,-0.8366,0.4759,-0.07352,1.33606
1.2101,-1.2137,-1.1558,0.9175,0.6829,-0.5602,0.29485,0.35652,-0.05626
1.6986,0.7472,0.1797,0.1881,-0.0882,-0.4274,0.15091,0.00287,1.24073
0.2525,1.255,0.3122,0.4415,-1.1861,-0.0544,-0.2507,-0.21964,1.10413
2.2468,-0.4447,-1.0867,-0.4762,-1.4635,0.473,-0.3973,0.73516,0.4828
0.5987,0.3836,-0.6514,1.3293,-1.1525,2.5259,0.52589,0.17714,1.24447
0.182,1.1745,0.442,-1.0808,-0.4241,-0.5639,-0.23405,-0.19564,1.07072
2.8612,-0.1504,0.7134,0.4106,-0.8241,-0.4205,-0.16376,0.20331,0.98312
2.8455,-0.0744,-0.3698,1.3564,-0.2715,-1.36,-0.5631,0.32866,1.02091
0.564,-0.1755,-0.2962,1.3475,-1.3544,-2.2988,0.62064,0.21503,0.97186
2.6081,-1.2013,-1.1595,-0.4018,-0.4257,0.0086,-0.30723,0.35573,-0.05185
2.1423,0.7124,0.2203,1.005,-1.4425,-0.4382,0.13051,0.07447,1.22759
2.2363,0.7797,-1.1266,1.3969,-0.4738,-0.0767,-0.174,0.46468,1.37459
1.1444,1.2801,0.0969,-0.6344,0.8276,-2.1481,0.01417,-0.3316,1.18859
0.458,-0.7764,-0.3327,-0.9423,-0.871,-1.9674,0.69752,0.17656,0.54344
2.7776,1.5661,-1.3799,1.5569,-0.7325,0.4849,0.10758,0.11958,1.53172
0.998,-0.4638,0.9778,0.3228,1.1301,-2.2564,0.22992,0.07966,0.86465
1.9912,0.0632,0.9327,1.186,1.5503,0.708,0.1045,0.1339,0.95093
2.8222,-0.7298,-0.8657,0.2234,-0.2121,0.9931,-0.66779,0.37889,0.35298
1.9751,-0.8771,0.1404,-0.4071,-0.7629,1.4444,-0.09069,0.59339,0.64602
0.2793,1.4672,1.5526,1.4742,1.4442,-0.2832,0.01449,-0.15194,0.67518
1.2572,-1.3769,-0.5648,1.549,-0.7016,2.1337,0.29027,0.40867,0.07269
2.0783,0.7814,-0.5656,-0.199,-0.7567,-0.6813,0.01746,0.27736,1.40207
0.4448,0.3499,-1.4567,1.0055,-0.5121,-2.7271,0.7875,0.20915,0.99494
3.0144,0.7431,-1.0137,-1.4842,-0.9227,2.0084,-0.43026,0.20629,1.37464
0.3777,0.2754,1.4535,-0.71,1.3043,1.9895,0.04225,-0.14467,0.74131
2.2314,-0.6975,-0.743,-1.1019,1.3591,1.8882,-0.34891,0.69355,0.43046
